ID,Project Code,PQ #,PO / SO #,ASN/DN #,Country,Managed By,Fulfill Via,Vendor INCO Term,Shipment Mode,PQ First Sent to Client Date,PO Sent to Vendor Date,Scheduled Delivery Date,Delivered to Client Date,Delivery Recorded Date,Product Group,Sub Classification,Vendor,Item Description,Molecule/Test Type,Brand,Dosage,Dosage Form,Unit of Measure (Per Pack),Line Item Quantity,Line Item Value,Pack Price,Unit Price,Manufacturing Site,First Line Designation,Weight (Kilograms),Freight Cost (USD),Line Item Insurance (USD)
45287,161-ZA-T30,FPQ-7175,SCMS-103340,ASN-11431,South Africa,PMO - US,Direct Drop,DDP,Ocean,3/10/2011,3/24/2011,14-Sep-11,14-Sep-11,14-Sep-11,ARV,Pediatric,Aurobindo Pharma Limited,"Efavirenz 200mg, capsule, 90 Caps",Efavirenz,Generic,200mg,Capsule,90,25000,204250,8.17,0.09,"Aurobindo Unit III, India",Yes,3313,5192.74,337.01
45292,106-HT-T30,FPQ-12590,SCMS-210520,ASN-26068,Haiti,PMO - US,Direct Drop,EXW,Air,8/21/2013,10/25/2013,23-Jun-14,23-Jun-14,1-Jul-14,ARV,Pediatric,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Abacavir/Lamivudine 60/30mg, tablets, 60 Tabs",Abacavir/Lamivudine,Generic,60/30mg,Tablet - FDC,60,3024,11944.8,3.95,0.07,Mylan (formerly Matrix) Nashik,Yes,140,1694.3,14.78
45320,116-ZA-T30,FPQ-12522,SCMS-199283,ASN-27979,South Africa,PMO - US,Direct Drop,DDP,Truck,7/11/2013,8/27/2014,27-Aug-14,27-Aug-14,27-Aug-14,ARV,Adult,S. BUYS WHOLESALER,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,33,650.7,19.72,0.33,"Aurobindo Unit III, India",No,Weight Captured Separately,Freight Included in Commodity Cost,0.8
45327,901-NA-T30,FPQ-14728,SCMS-252630,ASN-29183,Namibia,PMO - US,Direct Drop,EXW,Air,7/30/2014,8/19/2014,25-Nov-14,25-Nov-14,26-Nov-14,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs",Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,600/200/300mg,Tablet - FDC,30,17640,185220,10.5,0.35,"Mylan,  H-12 & H-13, India",No,See ASN-29183 (ID#:31368),See ASN-29183 (ID#:31368),190.41
45343,108-VN-T30,FPQ-12539,SCMS-199760,ASN-22686,Vietnam,PMO - US,Direct Drop,EXW,Air,7/11/2013,7/25/2013,5-Dec-13,5-Dec-13,13-Jan-14,ARV,Adult,MICRO LABS LIMITED,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,11507,20367.39,1.77,0.03,"Micro labs, Verna, Goa, India",Yes,539,1666.35,25.19
45347,116-ZA-T30,FPQ-12522,SCMS-199283,ASN-27978,South Africa,PMO - US,Direct Drop,DDP,Truck,7/11/2013,8/27/2014,27-Aug-14,27-Aug-14,27-Aug-14,ARV,Adult,S. BUYS WHOLESALER,"Abacavir 300mg, tablets, 60 Tabs",Abacavir,Generic,300mg,Tablet,60,50,3857.34,77.15,1.29,"Aurobindo Unit III, India",No,Weight Captured Separately,Freight Included in Commodity Cost,4.77
45348,116-ZA-T30,FPQ-14942,SCMS-259077,ASN-33478,South Africa,PMO - US,Direct Drop,DDP,Truck,9/11/2014,10/9/2014,24-Jul-15,24-Jul-15,24-Jul-15,ARV,Adult,PHARMACY DIRECT,"Darunavir 600mg [Prezista], tablets, 60 Tabs",Darunavir,Prezista,600mg,Tablet,60,37,1874.52,50.66,0.84,"Janssen-Cilag, Latina, IT",No,Weight Captured Separately,Freight Included in Commodity Cost,1.93
45361,116-ZA-T30,FPQ-3596,SCMS-50360,ASN-5450,South Africa,PMO - US,Direct Drop,DDP,Truck,5/7/2009,9/22/2009,27-Oct-09,27-Oct-09,27-Oct-09,ARV,Adult,S. BUYS WHOLESALER,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,3500,152545.53,43.58,0.36,ABBVIE Ludwigshafen Germany,Yes,Weight Captured Separately,Freight Included in Commodity Cost,298.99
45377,116-ZA-T30,FPQ-12522,SCMS-199289,ASN-28034,South Africa,PMO - US,Direct Drop,DDP,Truck,7/11/2013,8/29/2014,29-Aug-14,29-Aug-14,29-Aug-14,ARV,Adult,S. BUYS WHOLESALER,"Abacavir 300mg, tablets, 60 Tabs",Abacavir,Generic,300mg,Tablet,60,86,6545.32,76.11,1.27,"Aurobindo Unit III, India",No,Weight Captured Separately,Freight Included in Commodity Cost,8.1
45400,108-VN-T30,FPQ-4302,SCMS-53720,ASN-5183,Vietnam,PMO - US,Direct Drop,FCA,Air,9/18/2009,9/24/2009,3-Nov-09,3-Nov-09,3-Nov-09,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Ritonavir 100mg [Norvir], capsules, cool, 4 x 84 Caps",Ritonavir,Norvir,100mg,Capsule,336,40,3068.8,76.72,0.23,ABBVIE (Abbott) Logis. UK,Yes,114,4410.73,6.01
45440,107-RW-T30,FPQ-13651,SCMS-227720,ASN-25268,Rwanda,PMO - US,Direct Drop,EXW,Air,2/5/2014,2/28/2014,6-May-14,6-May-14,15-May-14,ARV,Pediatric,Aurobindo Pharma Limited,"Nevirapine 10mg/ml, oral suspension w/syringe, Bottle, 240 ml",Nevirapine,Generic,10mg/ml,Oral suspension,240,6821,10299.71,1.51,0.01,"Aurobindo Unit III, India",Yes,2686,Freight Included in Commodity Cost,10.59
45442,161-ZA-T30,FPQ-6708,SCMS-93570,ASN-11702,South Africa,PMO - US,Direct Drop,DDP,Ocean,11/26/2010,12/14/2010,5-Oct-11,20-Sep-11,20-Sep-11,ARV,Adult,Aurobindo Pharma Limited,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,137130,911914.5,6.65,0.22,"Aurobindo Unit III, India",Yes,45800,9726.53,1504.66
45460,116-ZA-T30,FPQ-14942,SCMS-259075,ASN-32138,South Africa,PMO - US,Direct Drop,DDP,Truck,9/11/2014,5/11/2015,12-May-15,12-May-15,12-May-15,ARV,Adult,PHARMACY DIRECT,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,3,64.23,21.41,0.36,"Aurobindo Unit III, India",No,Weight Captured Separately,Freight Included in Commodity Cost,0.07
45505,900-SS-T30,FPQ-10504,SCMS-157870,ASN-16323,South Sudan,PMO - US,Direct Drop,EXW,Air,8/15/2012,8/21/2012,18-Oct-12,18-Oct-12,18-Oct-12,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,N/A,Test kit,20,47,1504,32,1.6,"Trinity Biotech, Plc",Yes,15,870.22,2.11
45536,116-ZA-T30,FPQ-11828,SCMS-183950,ASN-19166,South Africa,South Africa Field Office,Direct Drop,DDP,Truck,3/18/2013,Date Not Captured,16-Apr-13,16-Apr-13,16-Apr-13,ARV,Adult,S. BUYS WHOLESALER,"Nevirapine 200mg [Viramune], tablets, 60 Tabs",Nevirapine,Viramune,200mg,Tablet,60,2,36.18,18.09,0.3,"Boehringer Ing., Koropi, GR",No,Weight Captured Separately,Freight Included in Commodity Cost,0.04
45540,108-VN-T30,FPQ-13524,SCMS-226210,ASN-27101,Vietnam,PMO - US,Direct Drop,EXW,Air,2/6/2014,3/10/2014,18-Aug-14,18-Aug-14,25-Aug-14,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,12100,98010,8.1,0.13,Mylan (formerly Matrix) Nashik,Yes,1685,3251.35,100.75
45608,102-KE-T30,FPQ-3984,SCMS-50870,ASN-4770,Kenya,PMO - US,Direct Drop,EXW,Air,7/20/2009,7/31/2009,11-Sep-09,11-Sep-09,11-Sep-09,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,N/A,Test kit,20,500,16000,32,1.6,"Trinity Biotech, Plc",Yes,170,2865.63,31.36
45609,113-ZW-T30,FPQ-15380,SCMS-266490,ASN-31132,Zimbabwe,PMO - US,Direct Drop,EXW,Air,11/17/2014,1/26/2015,14-May-15,14-May-15,14-May-15,HRDT,HIV test - Ancillary,"Orgenics, Ltd","Chase Buffer, Determine, 100 Tests, 2.5ml x 1 Vial","Chase Buffer, Determine, 100 Tests, 2.5ml x 1 Vial",Determine,N/A,Test kit - Ancillary,1,5000,25000,5,5,"Alere Medical Co., Ltd.",No,See ASN-31132 (ID#:36641),See ASN-31132 (ID#:36641),29.42
45640,116-ZA-T30,FPQ-12522,SCMS-199281,ASN-24455,South Africa,PMO - US,Direct Drop,DDP,Truck,7/11/2013,8/13/2013,10-Feb-14,10-Feb-14,10-Feb-14,ARV,Pediatric,"RAININ INSTRUMENT, LLC.","Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",Lopinavir/Ritonavir,Kaletra,80/20mg/ml,Oral solution,300,2,46.9,23.45,0.08,ABBVIE (Abbott) Logis. UK,Yes,Weight Captured Separately,Freight Included in Commodity Cost,0.06
45644,104-CI-T30,FPQ-13622,SCMS-228880,ASN-26338,Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,1/23/2014,3/3/2014,20-Jun-14,20-Jun-14,25-Jun-14,ARV,Adult,Aurobindo Pharma Limited,"Didanosine 250mg, delayed-release capsules, 30 Caps",Didanosine,Generic,250mg,Delayed-release capsules,30,2000,15160,7.58,0.25,"Aurobindo Unit III, India",Yes,150,1789.85,15.58
45648,101-CD-T30,FPQ-13548,SCMS-224840,ASN-24721,"Congo, DRC",PMO - US,Direct Drop,EXW,Air,1/22/2014,1/28/2014,4-Apr-14,4-Apr-14,28-Apr-14,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,N/A,Test kit,20,90,2880,32,1.6,"Trinity Biotech, Plc",No,See ASN-24721 (ID#:13708),See ASN-24721 (ID#:13708),2.96
45652,116-ZA-T30,FPQ-11828,SCMS-183950,ASN-19166,South Africa,South Africa Field Office,Direct Drop,DDP,Truck,3/18/2013,Date Not Captured,16-Apr-13,16-Apr-13,16-Apr-13,ARV,Adult,S. BUYS WHOLESALER,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg, tablets, 30 Tabs",Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,200/300mg,Tablet - FDC,30,3,91.69,30.56,1.02,"Aurobindo Unit III, India",No,Weight Captured Separately,Freight Included in Commodity Cost,0.11
45695,106-HT-T30,FPQ-9635,SCMS-148400,ASN-15792,Haiti,PMO - US,Direct Drop,EXW,Air,5/14/2012,7/12/2012,18-Aug-12,18-Aug-12,18-Aug-12,ARV,Pediatric,Aurobindo Pharma Limited,"Efavirenz 50mg, capsule, 30 Caps",Efavirenz,Generic,50mg,Capsule,30,1764,3951.36,2.24,0.07,"Aurobindo Unit III, India",Yes,106,1615.07,5.54
45705,161-ZA-T30,FPQ-6708,SCMS-93530,ASN-10555,South Africa,PMO - US,Direct Drop,DDP,Ocean,11/26/2010,12/14/2010,7-Apr-11,13-Jun-11,13-Jun-11,ARV,Adult,Aurobindo Pharma Limited,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,28907,192231.55,6.65,0.22,"Aurobindo Unit III, India",Yes,Weight Captured Separately,Freight Included in Commodity Cost,317.18
45723,105-SS-T30,FPQ-12623,SCMS-200911,ASN-22749,South Sudan,PMO - US,Direct Drop,EXW,Air,7/18/2013,8/5/2013,24-Jan-14,24-Jan-14,24-Jan-14,HRDT,HIV test - Ancillary,"Orgenics, Ltd","Capillary Tubes, for Determine, EDTA, 50uL,100 Pcs","HIV, Capillary Tubes, for Determine, EDTA, 50uL,100 Pcs",Determine,N/A,Test kit - Ancillary,100,115,920,8,0.08,"Alere Medical Co., Ltd.",Yes,149,3256.76,1.14
45729,161-ZA-T30,FPQ-7175,SCMS-103380,ASN-12380,South Africa,PMO - US,Direct Drop,DDP,Ocean,3/10/2011,3/24/2011,4-Jan-12,4-Jan-12,4-Jan-12,ARV,Adult,Aurobindo Pharma Limited,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,92887,678075.1,7.3,0.12,"Aurobindo Unit III, India",Yes,4810,6599.86,1118.82
45741,105-SS-T30,FPQ-15569,SCMS-272150,ASN-31765,South Sudan,PMO - US,Direct Drop,EXW,Air,12/29/2014,2/20/2015,25-Jul-15,25-Jul-15,29-Jul-15,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,N/A,Test kit,20,35,1120,32,1.6,"Trinity Biotech, Plc",No,See ASN-31765 (ID#:41640),See ASN-31765 (ID#:41640),1.32
45793,116-ZA-T30,FPQ-15869,SCMS-278620,ASN-32073,South Africa,PMO - US,Direct Drop,DDP,Truck,2/23/2015,5/7/2015,7-May-15,7-May-15,7-May-15,ARV,Adult,PHARMACY DIRECT,"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs",Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,600/200/300mg,Tablet - FDC,30,5000,177172.11,35.43,1.18,Mylan (formerly Matrix) Nashik,Yes,Weight Captured Separately,Freight Included in Commodity Cost,208.53
45801,102-KE-T30,FPQ-9127,SCMS-134430,ASN-13564,Kenya,PMO - US,Direct Drop,CIP,Air,1/13/2012,1/19/2012,8-Feb-12,8-Feb-12,8-Feb-12,HRDT,HIV test,BIOLYTICAL LABORATORIES INC.,"HIV 1/2, INSTI HIV 1/2 Antibody Kit, 48 Tests","HIV 1/2, INSTI HIV 1/2 Antibody Kit",INSTi,N/A,Test kit,48,32,2657.28,83.04,1.73,bioLytical Laboratories,Yes,58,836.14,3.73
45848,101-CD-T30,FPQ-12093,SCMS-189060,ASN-20771,"Congo, DRC",PMO - US,Direct Drop,FCA,Air,4/23/2013,5/23/2013,20-Nov-13,18-Nov-13,5-Dec-13,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",Lopinavir/Ritonavir,Kaletra,80/20mg/ml,Oral solution,300,20,616.4,30.82,0.1,ABBVIE (Abbott) Logis. UK,Yes,52,1573.41,0.76
45929,111-MZ-T30,FPQ-13093,SCMS-211560,ASN-24097,Mozambique,PMO - US,Direct Drop,EXW,Air,10/15/2013,11/13/2013,10-Feb-14,10-Feb-14,15-Mar-14,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100,9575,766000,80,0.8,"Alere Medical Co., Ltd.",Yes,3890,29244.02,787.45
45968,108-VN-T30,FPQ-4081,SCMS-51470,ASN-4801,Vietnam,PMO - US,Direct Drop,FCA,Air,8/10/2009,8/12/2009,29-Sep-09,29-Sep-09,29-Sep-09,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,320,26304,82.2,0.68,ABBVIE Ludwigshafen Germany,Yes,88,823.94,51.56
45977,109-TZ-T30,FPQ-13048,SCMS-210900,ASN-23916,Tanzania,PMO - US,Direct Drop,EXW,Air,10/3/2013,10/28/2013,7-Mar-14,7-Mar-14,15-Mar-14,ARV,Adult,Aurobindo Pharma Limited,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,20172,109533.96,5.43,0.09,"Aurobindo Unit III, India",Yes,1104,5765.11,135.49
46005,107-RW-T30,FPQ-8741,SCMS-129510,ASN-15328,Rwanda,PMO - US,Direct Drop,CIP,Air,11/30/2011,3/9/2012,28-Jun-12,28-Jun-12,28-Jun-12,ARV,Pediatric,CIPLA LIMITED,"Lamivudine 10mg/ml, oral solution, Bottle, 240 ml",Lamivudine,Generic,10mg/ml,Oral solution,240,9565,18651.75,1.95,0.01,"Cipla, Goa, India",Yes,6490,3010.89,26.15
46010,107-RW-T30,FPQ-6185,SCMS-84440,ASN-9044,Rwanda,PMO - US,Direct Drop,CIP,Air,9/3/2010,9/17/2010,9-Dec-10,9-Dec-10,9-Dec-10,ARV,Adult,HETERO LABS LIMITED,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,63254,166990.56,2.64,0.04,Hetero Unit III Hyderabad IN,Yes,3700,Freight Included in Commodity Cost,360.03
46067,109-TZ-T30,FPQ-6795,SCMS-103291,ASN-11005,Tanzania,PMO - US,Direct Drop,FCA,Air,1/27/2011,4/14/2011,14-Jul-11,14-Jul-11,14-Jul-11,ARV,Adult,LAWRENCE LABORATORIES (SUBSIDIARY OF BRISTOL MYERS SQUIBB),"Didanosine EC 400mg [Videx EC], delayed-release capsules, Blister 3 x 10 Caps",Didanosine EC,Videx EC,400mg,Delayed-release capsules - blister,30,18311,433421.37,23.67,0.79,Bristol-Myers Squibb Anagni IT,No,See ASN-11005 (ID#:27881),See ASN-11005 (ID#:27881),715.15
46082,117-ET-T30,FPQ-9210,SCMS-134740,ASN-14557,Ethiopia,PMO - US,Direct Drop,EXW,Air,1/18/2012,1/23/2012,25-Apr-12,25-Apr-12,25-Apr-12,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,N/A,Test kit,20,43,1376,32,1.6,"Trinity Biotech, Plc",Yes,15,406.68,1.93
46095,106-HT-T30,FPQ-16100,SCMS-288830,ASN-33571,Haiti,PMO - US,Direct Drop,CIP,Air,3/30/2015,5/22/2015,26-Aug-15,26-Aug-15,27-Aug-15,ARV,Pediatric,"MSD LATIN AMERICA SERVICES, S. DE R.L. DE C.V.","Efavirenz 30mg/ml [Stocrin/Sustiva], oral solution, Bottle, 180 ml",Efavirenz,Stocrin/Sustiva,30mg/ml,Oral solution,180,420,7123.2,16.96,0.09,"MSD, Haarlem, NL",Yes,Weight Captured Separately,Freight Included in Commodity Cost,8.38
46099,161-ZA-T30,FPQ-5303,SCMS-68950,ASN-7083,South Africa,PMO - US,Direct Drop,DDP,Air,3/18/2010,3/19/2010,9-Jun-10,10-Jun-10,10-Jun-10,ARV,Adult,Aurobindo Pharma Limited,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,38341,111955.72,2.92,0.05,"Aurobindo Unit III, India",Yes,4522,6369.8,241.38
46106,105-SS-T30,FPQ-9807,SCMS-147621,ASN-16786,South Sudan,PMO - US,Direct Drop,EXW,Air,5/18/2012,6/20/2012,8-Feb-13,8-Feb-13,8-Feb-13,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,N/A,Test kit,20,597,19104,32,1.6,"Trinity Biotech, Plc",Yes,209,3088.04,26.78
46114,A02-SL-T50,FPQ-16015,SCMS-285340,ASN-31819,Sierra Leone,PMO - US,Direct Drop,EXW,Air,4/3/2015,4/20/2015,6-May-15,6-May-15,21-May-15,HRDT,HIV test,"Standard Diagnostics, Inc.","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included, 25 Tests","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included",Bioline,N/A,Test kit,25,1500,30750,20.5,0.82,"Standard Diagnostics, Korea",Yes,Weight Captured Separately,Invoiced Separately,36.19
46127,107-RW-T30,FPQ-6341,SCMS-84990,ASN-11548,Rwanda,PMO - US,Direct Drop,EXW,Ocean,9/3/2010,9/28/2010,17-Oct-11,17-Oct-11,17-Oct-11,ARV,Adult,HETERO LABS LIMITED,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,236925,575727.75,2.43,0.04,Hetero Unit III Hyderabad IN,Yes,13622,82095.85,1241.27
46129,111-MZ-T30,FPQ-6562,SCMS-93760,ASN-9741,Mozambique,PMO - US,Direct Drop,EXW,Air,11/16/2010,1/12/2011,10-Mar-11,10-Mar-11,10-Mar-11,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100,61,4739.7,77.7,0.78,Inverness Japan,Yes,28,1001.47,7.82
46130,108-VN-T30,FPQ-12539,SCMS-199830,ASN-23666,Vietnam,PMO - US,Direct Drop,EXW,Air,7/11/2013,8/2/2013,17-Feb-14,17-Feb-14,15-Mar-14,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,600/300/300mg,Tablet - FDC,30,40593,452611.95,11.15,0.37,Mylan (formerly Matrix) Nashik,Yes,4585,6881.65,559.88
46156,109-TZ-T30,FPQ-9211,SCMS-136930,ASN-14645,Tanzania,PMO - US,Direct Drop,EXW,Air,1/25/2012,2/17/2012,25-May-12,25-May-12,25-May-12,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,N/A,Test kit,100,2926,234080,80,0.8,"Alere Medical Co., Ltd.",Yes,1394,24596.33,328.18
46170,116-ZA-T30,FPQ-7176,SCMS-104390,ASN-11198,South Africa,PMO - US,Direct Drop,DDP,Ocean,3/10/2011,4/1/2011,14-Sep-11,14-Sep-11,14-Sep-11,ARV,Adult,Aurobindo Pharma Limited,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,19836,167019.12,8.42,0.14,"Aurobindo Unit III, India",Yes,1820,698,275.58
46177,116-ZA-T30,FPQ-12522,SCMS-199289,ASN-28033,South Africa,PMO - US,Direct Drop,DDP,Truck,7/11/2013,8/29/2014,29-Aug-14,29-Aug-14,29-Aug-14,ARV,Adult,S. BUYS WHOLESALER,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,104,2036.11,19.58,0.33,"Aurobindo Unit III, India",No,Weight Captured Separately,Freight Included in Commodity Cost,2.52
46198,108-VN-T30,FPQ-9001,SCMS-131600,ASN-15081,Vietnam,PMO - US,Direct Drop,FCA,Air,12/15/2011,1/25/2012,6-Jul-12,6-Jul-12,6-Jul-12,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,1922,116896.04,60.82,0.51,ABBVIE Ludwigshafen Germany,Yes,467,1842.23,163.89
46206,116-ZA-T30,FPQ-4359,SCMS-54980,ASN-5372,South Africa,PMO - US,Direct Drop,DDP,Truck,10/8/2009,10/15/2009,21-Oct-09,21-Oct-09,21-Oct-09,ARV,Adult,S. BUYS WHOLESALER,"Lamivudine 150mg [Epivir], tablets, 60 Tabs",Lamivudine,Epivir,150mg,Tablet,60,2600,16744.82,6.44,0.11,GSK Cape Town Factory (South Africa),No,Weight Captured Separately,Freight Included in Commodity Cost,32.82
46209,107-RW-T30,FPQ-4032,SCMS-51680,ASN-4976,Rwanda,PMO - US,Direct Drop,EXW,Air,8/5/2009,8/18/2009,27-Oct-09,27-Oct-09,27-Oct-09,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets",Determine,N/A,Test kit,100,5084,355880,70,0.7,Inverness Japan,Yes,1153,46638.41,697.52
46227,116-ZA-T30,FPQ-12522,SCMS-199289,ASN-28034,South Africa,PMO - US,Direct Drop,DDP,Truck,7/11/2013,8/29/2014,29-Aug-14,29-Aug-14,29-Aug-14,ARV,Pediatric,S. BUYS WHOLESALER,"Abacavir 20mg/ml, oral solution w/syringe, Bottle, 240 ml",Abacavir,Generic,20mg/ml,Oral solution,240,124,3352.74,27.04,0.11,"Aurobindo Unit III, India",No,Weight Captured Separately,Freight Included in Commodity Cost,4.15
46228,103-ZW-T30,FPQ-13969,SCMS-239220,ASN-27095,Zimbabwe,PMO - US,Direct Drop,EXW,Air,4/8/2014,5/16/2014,30-Jul-14,30-Jul-14,31-Jul-14,ARV,Pediatric,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Lamivudine/Zidovudine 30/60mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,30/60mg,Tablet - FDC,60,48127,95772.73,1.99,0.03,Mylan (formerly Matrix) Nashik,Yes,2383,18232.17,98.45
46250,101-CD-T30,FPQ-14636,SCMS-250230,ASN-29533,"Congo, DRC",PMO - US,Direct Drop,EXW,Air,7/23/2014,7/31/2014,12-Feb-15,12-Feb-15,24-Feb-15,ARV,Adult,MICRO LABS LIMITED,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,3974,6835.28,1.72,0.03,"Micro labs, Verna, Goa, India",Yes,209,3743.84,7.03
46310,A02-SL-T50,FPQ-16015,SCMS-285380,ASN-31929,Sierra Leone,PMO - US,Direct Drop,EXW,Air,4/3/2015,4/20/2015,20-May-15,20-May-15,19-Jun-15,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,N/A,Test kit,20,400,12800,32,1.6,"Trinity Biotech, Plc",Yes,Weight Captured Separately,Invoiced Separately,15.07
46323,105-GH-T30,FPQ-14052,SCMS-237820,ASN-26537,Ghana,PMO - US,Direct Drop,EXW,Air,4/12/2014,5/23/2014,17-Jul-14,17-Jul-14,17-Jul-14,ARV,Pediatric,Aurobindo Pharma Limited,"Nevirapine 10mg/ml, oral suspension, Bottle, 240 ml",Nevirapine,Generic,10mg/ml,Oral suspension,240,2286,3451.86,1.51,0.01,"Aurobindo Unit III, India",Yes,972,7719,3.55
46348,111-MZ-T30,FPQ-11915,SCMS-185200,ASN-21426,Mozambique,PMO - US,Direct Drop,EXW,Air,3/20/2013,4/11/2013,9-Oct-13,9-Oct-13,6-Nov-13,ARV,Adult,STRIDES ARCOLAB LIMITED,"Lamivudine/Stavudine 150/30mg, tablets, 60 Tabs",Lamivudine/Stavudine,Generic,150/30mg,Tablet - FDC,60,18025,52633,2.92,0.05,"Strides, Bangalore, India.",Yes,1139,4683.02,65.11
